Type of housing,Area,Price,Metro name,Metro distance,District,Living space,Ceiling height,Floor
квартира,30.92,3 557 000 руб,Ломоносовская,100.7 км,Невский район,15.41,2.55,22/23
квартира,32.12,3 514 000 руб,Ломоносовская,100.7 км,Невский район,16.59,2.55,18/23
квартира,30.40,3 479 000 руб,Ломоносовская,100.7 км,Невский район,14.49,2.55,15/23
Студия,29.00,3 543 000 руб,Рыбацкое,96.7 км,Невский район,15.84,,30/32
квартира,30.40,3 479 000 руб,Ломоносовская,100.7 км,Невский район,14.49,2.55,19/23
квартира,30.92,3 538 000 руб,Ломоносовская,100.7 км,Невский район,15.41,2.55,21/23
квартира,30.85,3 556 000 руб,Ломоносовская,100.7 км,Невский район,13.94,2.55,17/23
квартира,32.12,3 514 000 руб,Ломоносовская,100.7 км,Невский район,16.59,2.55,21/23
квартира,30.85,3 556 000 руб,Ломоносовская,100.7 км,Невский район,13.94,2.55,15/23
квартира,30.57,3 504 000 руб,Ломоносовская,100.7 км,Невский район,14.66,2.55,22/23
квартира,30.92,3 557 000 руб,Ломоносовская,100.7 км,Невский район,15.41,2.55,23/23
квартира,29.29,3 466 000 руб,Ломоносовская,100.7 км,Невский район,13.81,2.55,20/23
Студия,27.63,3 207 000 руб,Ломоносовская,100.7 км,Невский район,13.54,2.55,2/23
Студия,25.80,3 267 000 руб,Рыбацкое,96.7 км,Невский район,15.34,,31/32
Студия,26.00,3 292 000 руб,Рыбацкое,96.7 км,Невский район,15.34,,30/32
квартира,29.29,3 388 000 руб,Ломоносовская,100.7 км,Невский район,13.81,2.55,17/23
квартира,30.92,3 438 000 руб,Ломоносовская,100.7 км,Невский район,15.91,2.55,20/23
Студия,24.86,3 334 000 руб,Улица Дыбенко,104.5 км,Невский район,19.22,,20/23
квартира,28.37,3 403 000 руб,Ломоносовская,100.7 км,Невский район,12.50,2.55,9/23
квартира,28.06,3 366 000 руб,Ломоносовская,100.7 км,Невский район,12.56,2.55,17/23
квартира,29.29,3 388 000 руб,Ломоносовская,100.7 км,Невский район,13.81,2.55,21/23
Студия,29.50,3 399 000 руб,Рыбацкое,96.7 км,Невский район,15.84,,31/32
Студия,27.42,3 154 000 руб,Ломоносовская,100.7 км,Невский район,13.61,2.55,16/23
Студия,27.42,3 154 000 руб,Ломоносовская,100.7 км,Невский район,13.61,2.55,20/23
Студия,24.46,2 909 000 руб,Ломоносовская,100.7 км,Невский район,11.97,2.55,19/23
Студия,28.10,2 772 000 руб,Ломоносовская,100.7 км,Невский район,20.20,,15/24
Студия,24.46,2 909 000 руб,Ломоносовская,100.7 км,Невский район,11.97,2.55,16/23
Студия,24.53,2 903 000 руб,Ломоносовская,100.7 км,Невский район,12.02,2.55,22/23
Студия,24.46,2 909 000 руб,Ломоносовская,100.7 км,Невский район,11.97,2.55,20/23
Студия,24.61,2 973 000 руб,Ломоносовская,100.7 км,Невский район,10.62,2.55,20/23
Студия,23.60,2 984 000 руб,Ломоносовская,100.7 км,Невский район,11.40,2.55,1/24
Студия,24.61,2 973 000 руб,Ломоносовская,100.7 км,Невский район,10.62,2.55,22/23
Студия,24.61,2 973 000 руб,Ломоносовская,100.7 км,Невский район,10.62,2.55,17/23
Студия,27.80,2 871 000 руб,Ломоносовская,100.7 км,Невский район,19.40,,17/24
Студия,24.80,2 935 000 руб,Ломоносовская,100.7 км,Невский район,11.92,2.55,5/23
Студия,27.40,2 792 000 руб,Ломоносовская,100.7 км,Невский район,19.50,,20/24
квартира,59.09,6 136 000 руб,Рыбацкое,2.5 км,Невский район,26.91,2.74,6/32
квартира,39.20,5 030 000 руб,Улица Дыбенко,2.2 км,Невский район,20.20,,19/24
квартира,39.89,4 066 000 руб,Рыбацкое,2.5 км,Невский район,15.18,2.75,26/32
квартира,37.85,4 028 000 руб,Рыбацкое,2.5 км,Невский район,15.60,2.74,27/32
Студия,25.88,3 299 000 руб,Рыбацкое,2.5 км,Невский район,15.34,,31/32
квартира,46.20,5 100 000 руб,Улица Дыбенко,0.6 км,Невский район,31.50,2.50,3/5
Студия,22.90,4 171 000 руб,Елизаровская,1.4 км,Невский район,16.37,,21/23
квартира,38.40,4 650 000 руб,Проспект Большевиков,1 км,Невский район,20.00,,4/10
квартира,36.00,3 970 000 руб,Рыбацкое,2 км,Невский район,17.80,2.65,9/27
квартира,56.24,6 860 000 руб,Рыбацкое,2.9 км,Невский район,24.20,2.75,25/25
Студия,24.45,3 475 000 руб,Рыбацкое,3.1 км,Невский район,18.00,,24/25
Студия,27.02,3 265 000 руб,Рыбацкое,3.1 км,Невский район,18.10,,10/22
Студия,27.02,3 050 000 руб,Рыбацкое,3.1 км,Невский район,18.10,,10/22
квартира,35.40,4 700 000 руб,Улица Дыбенко,1.7 км,Невский район,14.90,,5/18
Студия,25.00,2 890 000 руб,Рыбацкое,2.4 км,Невский район,17.40,,17/25
Студия,18.65,3 475 000 руб,Ломоносовская,1.9 км,Невский район,12.36,,9/23
Студия,20.58,3 320 000 руб,Ломоносовская,1.9 км,Невский район,13.96,,16/23
квартира,40.50,4 440 000 руб,Ломоносовская,4.1 км,Невский район,18.70,2.65,18/24
квартира,36.11,3 715 000 руб,Ломоносовская,4.1 км,Невский район,16.40,2.65,17/24
Студия,24.34,2 870 000 руб,Ломоносовская,4.1 км,Невский район,11.10,,17/24
квартира,34.00,5 600 000 руб,Улица Дыбенко,2.5 км,Невский район,14.20,,15/23
квартира,36.40,4 800 000 руб,Пролетарская,2.2 км,Невский район,17.20,2.65,23/24
квартира,57.10,7 350 000 руб,Улица Дыбенко,1.9 км,Невский район,31.80,,3/23
квартира,36.30,4 750 000 руб,Улица Дыбенко,2.2 км,Невский район,15.40,,21/24
квартира,37.90,5 120 000 руб,Улица Дыбенко,1.9 км,Невский район,20.00,2.70,19/22
квартира,37.30,5 030 000 руб,Улица Дыбенко,1.9 км,Невский район,16.10,2.70,15/23
квартира,38.00,4 978 000 руб,Улица Дыбенко,1.9 км,Невский район,16.00,,10/24
квартира,37.40,5 010 000 руб,Улица Дыбенко,2 км,Невский район,13.80,2.70,23/24
квартира,56.00,5 200 000 руб,Ломоносовская,1.2 км,Невский район,34.70,3.20,1/5
Студия,27.00,2 950 000 руб,Пролетарская,2.3 км,Невский район,16.50,,14/23
квартира,39.00,5 100 000 руб,Улица Дыбенко,2.2 км,Невский район,10.50,2.75,23/24
квартира,31.30,3 150 000 руб,Ладожская,8.4 км,Невский район,15.20,,18/24
квартира,40.06,6 350 000 руб,Елизаровская,0.7 км,Невский район,18.10,2.70,2/19
квартира,55.00,5 950 000 руб,Ломоносовская,3.9 км,Невский район,24.42,,13/24
Студия,24.67,3 300 000 руб,Улица Дыбенко,2.5 км,Невский район,16.21,,4/24
квартира,50.70,5 250 000 руб,Проспект Большевиков,0.6 км,Невский район,28.60,2.70,1/9
квартира,51.80,6 100 000 руб,Рыбацкое,1.7 км,Невский район,28.10,2.70,7/12
квартира,29.10,3 800 000 руб,Улица Дыбенко,1.3 км,Невский район,15.10,2.60,7/9
Студия,21.84,3 350 000 руб,Улица Дыбенко,2.5 км,Невский район,13.96,,6/24
Студия,24.10,3 700 000 руб,Улица Дыбенко,2.5 км,Невский район,16.31,,9/24
квартира,59.30,6 708 000 руб,Ломоносовская,3.8 км,Невский район,33.10,2.55,24/24
квартира,30.70,4 196 000 руб,Ломоносовская,3.8 км,Невский район,14.20,2.55,2/24
квартира,38.00,4 500 000 руб,Рыбацкое,2.9 км,Невский район,16.20,,24/25
квартира,39.60,4 600 000 руб,Рыбацкое,0.6 км,Невский район,16.60,2.55,12/12
квартира,37.30,4 960 000 руб,Улица Дыбенко,1.9 км,Невский район,16.10,2.70,15/23
квартира,52.23,7 500 000 руб,Улица Дыбенко,2.5 км,Невский район,25.86,,9/23
Студия,25.50,3 090 000 руб,Рыбацкое,3.1 км,Невский район,18.00,,10/25
квартира,51.50,5 400 000 руб,Проспект Большевиков,1 км,Невский район,32.00,2.54,5/14
квартира,32.30,3 600 000 руб,Рыбацкое,3.4 км,Невский район,15.50,2.63,16/17
квартира,36.20,4 895 000 руб,Улица Дыбенко,1.9 км,Невский район,16.10,2.70,12/23
Студия,25.00,2 850 000 руб,Рыбацкое,3 км,Невский район,18.40,,5/25
квартира,41.30,6 400 000 руб,Елизаровская,0.7 км,Невский район,16.30,,13/19
квартира,34.98,3 700 000 руб,Рыбацкое,3 км,Невский район,17.36,,11/22
Студия,23.04,3 370 000 руб,Ломоносовская,1.9 км,Невский район,16.21,,4/23
Студия,23.32,3 530 000 руб,Ломоносовская,1.9 км,Невский район,15.54,,2/23
Студия,24.12,3 795 000 руб,Ломоносовская,1.9 км,Невский район,16.59,,3/23
Студия,25.00,3 000 000 руб,Рыбацкое,3 км,Невский район,18.10,,24/25
Студия,22.90,4 040 000 руб,Ломоносовская,1.9 км,Невский район,16.37,,17/23
