Id,Type of housing,Area,Price,Metro name,Metro distance,District,Living space,Ceiling height,Floor,Max Floor
6129,квартира,32.0,3 750 000,Пионерская,1.6,Приморский район,17.6,,5,9
6130,квартира,67.0,9 000 000,Комендантский  проспект,2.7,Приморский район,32.0,,24,26
6131,квартира,36.8,4 500 000,Озерки,2.2,Приморский район,17.8,,6,7
6132,квартира,31.2,3 900 000,Черная речка,0.9,Приморский район,17.0,2.5,2,5
6133,квартира,34.2,4 155 000,Старая Деревня,0.9,Приморский район,13.3,,9,9
6134,Студия,29.4,4 290 000,Пионерская,2.2,Приморский район,22.8,,5,16
6135,Студия,25.1,3 900 000,Комендантский  проспект,3,Приморский район,19.8,,8,24
6136,квартира,67.6,7 000 000,Комендантский  проспект,1.7,Приморский район,42.9,,5,10
6137,квартира,55.9,6 150 000,Комендантский  проспект,1.6,Приморский район,30.9,2.65,5,6
6138,Студия,21.3,3 505 000,Беговая,1.7,Приморский район,15.5,,7,25
6139,квартира,67.8,6 100 000,Комендантский  проспект,1.8,Приморский район,43.0,2.6,9,9
6140,квартира,41.0,4 730 000,Комендантский  проспект,3.4,Приморский район,20.0,,14,25
6141,квартира,58.6,6 900 000,Пионерская,1.3,Приморский район,48.5,,5,5
6142,Студия,24.58,3 104 000,Комендантский  проспект,3.8,Приморский район,17.57,,13,24
6143,Студия,27.21,5 250 000,Черная речка,1.7,Приморский район,13.93,,3,12
6144,квартира,53.0,5 500 000,Озерки,1.5,Приморский район,31.0,2.6,10,10
6145,Студия,23.0,3 300 000,Комендантский  проспект,3.3,Приморский район,15.81,,7,24
6146,квартира,32.5,4 800 000,Комендантский  проспект,3.3,Приморский район,16.3,2.75,14,24
6147,Студия,26.0,4 200 000,Комендантский  проспект,3.5,Приморский район,16.0,,9,25
6148,квартира,37.7,4 050 000,Комендантский  проспект,3.3,Приморский район,17.0,,18,19
6149,квартира,38.6,5 300 000,Комендантский  проспект,0.6,Приморский район,20.0,2.6,8,12
6150,квартира,55.0,7 590 000,Комендантский  проспект,2.9,Приморский район,28.66,2.62,5,19
6151,квартира,56.0,7 421 000,Комендантский  проспект,2.9,Приморский район,32.05,2.62,11,19
6152,квартира,67.2,5 499 000,Комендантский  проспект,3.3,Приморский район,40.2,2.6,2,19
6153,Студия,29.31,4 044 000,Комендантский  проспект,2.9,Приморский район,20.58,,17,19
6154,квартира,55.0,6 500 000,Комендантский  проспект,1.1,Приморский район,32.0,2.6,3,7
6155,квартира,37.9,3 950 000,Комендантский  проспект,3.1,Приморский район,17.0,,6,19
6156,квартира,56.59,6 850 000,Комендантский  проспект,3.8,Приморский район,23.69,,7,24
6157,квартира,32.0,4 500 000,Комендантский  проспект,3.7,Приморский район,15.0,,2,15
6158,квартира,37.7,3 800 000,Комендантский  проспект,3.3,Приморский район,17.0,,7,19
6159,квартира,41.0,5 010 000,Комендантский  проспект,3.8,Приморский район,13.92,2.6,14,24
6160,Студия,25.02,4 500 000,Комендантский  проспект,2,Приморский район,18.14,,25,25
6161,квартира,46.1,6 719 000,Комендантский  проспект,3.5,Приморский район,18.3,,17,25
6162,квартира,39.7,5 628 000,Комендантский  проспект,3.5,Приморский район,14.3,,14,19
6163,квартира,54.2,7 729 000,Комендантский  проспект,3.5,Приморский район,25.3,,16,25
6164,Студия,21.67,3 000 000,Комендантский  проспект,3.7,Приморский район,15.17,,8,24
6165,квартира,37.06,5 099 000,Комендантский  проспект,3.8,Приморский район,17.4,,15,25
6166,Студия,25.0,3 990 000,Беговая,0.9,Приморский район,15.0,,7,25
6167,квартира,43.2,5 500 000,Старая Деревня,1.2,Приморский район,18.8,2.57,4,10
6168,квартира,57.4,6 100 000,Комендантский  проспект,2.1,Приморский район,40.0,,2,9
6169,квартира,58.36,7 950 000,Комендантский  проспект,2.2,Приморский район,28.98,2.75,8,13
6170,квартира,57.5,8 200 000,Комендантский  проспект,3.4,Приморский район,26.5,2.72,3,25
6171,квартира,70.0,14 100 000,Комендантский  проспект,0.4,Приморский район,41.0,,13,14
6172,квартира,41.4,4 500 000,Черная речка,0.8,Приморский район,27.7,,1,5
6173,квартира,47.9,5 000 000,Комендантский  проспект,3.3,Приморский район,21.8,2.7,15,19
6174,квартира,33.0,4 500 000,Комендантский  проспект,3.7,Приморский район,20.0,,13,25
6175,квартира,39.5,5 500 000,Комендантский  проспект,4.2,Приморский район,17.0,,3,19
6176,Студия,24.3,3 370 000,Комендантский  проспект,3.8,Приморский район,17.4,,12,25
